coordinates,bus_name,kilovolt levels,number of buses,vm,county,state
POINT (-122.7677 38.8348),COBB,"{138.0, 13.8}",3,1.069335,Lake,California
POINT (-120.7874 38.7653),CAMINO,"{1.0, 138.0, 13.8, 13.2, 22.0, 345.0, 765.0}",8,1.061275,El Dorado,California
POINT (-121.9752 40.9923),MONTGOMERY CREEK 1,"{138.0, 13.2, 20.0, 345.0, 765.0}",7,1.064176,Shasta,California
POINT (-121.7481 40.9974),BURNEY 2,{138.0},1,1.055255,Shasta,California
POINT (-121.3452 39.9052),STRAWBERRY VALLEY 1,"{1.0, 138.0, 13.8, 18.0, 345.0}",6,1.043223,Plumas,California
POINT (-121.4097 39.8259),STRAWBERRY VALLEY 2,{138.0},1,1.066019,Butte,California
POINT (-121.6961 39.0529),YUBA CITY 5,"{138.0, 18.0}",4,1.063988,Sutter,California
POINT (-120.5371 38.8288),POLLOCK PINES 3,"{345.0, 138.0, 13.8, 1.0}",4,1.067381,El Dorado,California
POINT (-121.3811 38.7928),ROSEVILLE 7,"{345.0, 138.0, 13.8, 1.0}",4,1.05775,Placer,California
POINT (-121.0985 38.8899),AUBURN 9,"{138.0, 20.0, 13.8}",4,1.058527,Placer,California
POINT (-120.4443 38.8643),POLLOCK PINES 4,{138.0},1,1.07054,El Dorado,California
POINT (-122.2792 40.4283),ANDERSON 2,"{138.0, 13.8}",3,1.024381,Shasta,California
POINT (-122.7626 40.7973),REDDING 7,"{345.0, 138.0}",2,1.031687,Trinity,California
POINT (-121.8494 40.9864),BIG BEND 1,{138.0},2,1.054387,Shasta,California
POINT (-121.4624 38.4457),ELK GROVE 7,"{345.0, 138.0}",2,1.065768,Sacramento,California
POINT (-121.3277 39.9106),STRAWBERRY VALLEY 3,{138.0},1,1.065036,Plumas,California
POINT (-120.2648 40.3683),WENDEL,"{138.0, 18.0}",3,1.07161,Lassen,California
POINT (-121.85 38.12),RIO VISTA 2,"{345.0, 138.0, 13.8}",4,1.068329,Solano,California
POINT (-121.9908 40.8475),MONTGOMERY CREEK 2,"{138.0, 13.8, 18.0, 20.0, 345.0}",7,1.040453,Shasta,California
POINT (-121.2704 39.239),BROWNS VALLEY,{138.0},2,1.062181,Yuba,California
POINT (-121.1494 40.086),MEADOW VALLEY 1,"{345.0, 138.0, 18.0, 13.8}",5,1.046124,Plumas,California
POINT (-121.4698 39.7229),STRAWBERRY VALLEY 4,"{345.0, 138.0}",3,1.063882,Butte,California
POINT (-121.2041 39.5538),FORBESTOWN 1,"{138.0, 18.0, 13.8}",3,1.073988,Butte,California
POINT (-121.1482 40.0855),MEADOW VALLEY 2,{138.0},2,1.068504,Plumas,California
POINT (-122.4223 40.7175),REDDING 8,"{138.0, 13.8, 24.0, 345.0, 765.0}",9,1.062407,Shasta,California
POINT (-121.1584 38.7067),FOLSOM 3,"{345.0, 138.0, 13.8, 1.0}",4,1.062922,Sacramento,California
POINT (-121.7371 38.6905),WOODLAND 5,"{345.0, 138.0, 22.0, 1.0}",5,1.063945,Yolo,California
POINT (-120.3783 38.8965),POLLOCK PINES 5,"{1.0, 138.0, 13.8}",5,1.059309,El Dorado,California
POINT (-120.767 39.2574),ALTA 1,"{345.0, 138.0, 20.0, 1.0}",5,1.067294,Placer,California
POINT (-122.3581 41.9757),HORNBROOK,"{345.0, 138.0}",3,1.04742,Siskiyou,California
POINT (-120.5964 39.0248),FORESTHILL 2,"{345.0, 138.0, 18.0, 1.0}",5,1.068285,Placer,California
POINT (-121.6959 39.0531),YUBA CITY 6,"{1.0, 138.0, 13.8, 345.0, 765.0}",9,1.065258,Sutter,California
POINT (-124.1949 40.8054),SAMOA,{138.0},2,1.081856,Humboldt,California
POINT (-120.8352 39.2184),DUTCH FLAT,"{138.0, 13.8}",2,1.05081,Nevada,California
POINT (-121.4922 39.543),OROVILLE 5,"{138.0, 13.8, 18.0, 345.0, 765.0}",10,1.055919,Butte,California
POINT (-122.7117 38.7492),MIDDLETOWN 2,"{138.0, 18.0, 13.8}",4,1.05881,Sonoma,California
POINT (-122.7219 38.7881),MIDDLETOWN 3,{138.0},2,1.070383,Lake,California
POINT (-121.6397 39.1365),YUBA CITY 7,"{345.0, 138.0}",2,1.065975,Sutter,California
POINT (-120.7251 39.001),FORESTHILL 3,{138.0},1,1.066743,Placer,California
POINT (-121.6093 39.1093),YUBA CITY 8,"{138.0, 18.0}",4,1.063866,Sutter,California
POINT (-121.6387 39.1392),YUBA CITY 9,"{138.0, 13.8}",3,1.065049,Sutter,California
POINT (-122.4464 40.6119),REDDING 9,{138.0},1,1.038752,Shasta,California
POINT (-122.7434 38.7879),MIDDLETOWN 4,{138.0},2,1.07224,Lake,California
POINT (-121.124 38.3385),HERALD,"{138.0, 13.8, 18.0, 22.0, 345.0, 765.0}",6,1.052573,Sacramento,California
POINT (-121.6398 39.1367),YUBA CITY 10,{138.0},1,1.064211,Sutter,California
POINT (-121.1907 40.1757),MEADOW VALLEY 3,{138.0},1,1.07124,Plumas,California
POINT (-122.7559 38.7903),MIDDLETOWN 5,"{138.0, 13.8}",2,1.079643,Sonoma,California
POINT (-121.7203 40.8797),BURNEY 3,{138.0},1,1.055769,Shasta,California
POINT (-122.4675 40.6281),REDDING 10,"{345.0, 138.0, 13.8}",4,1.039891,Shasta,California
POINT (-122.627 40.6469),REDDING 11,"{24.0, 345.0, 138.0, 13.8}",4,1.005953,Shasta,California
POINT (-122.745 38.777),MIDDLETOWN 6,"{138.0, 13.8, 18.0, 345.0, 765.0}",10,1.071664,Sonoma,California
POINT (-121.9929 40.9226),MONTGOMERY CREEK 3,{138.0},2,1.05617,Shasta,California
POINT (-120.9092 39.9412),QUINCY 3,{138.0},1,1.087943,Plumas,California
POINT (-122.4233 40.5073),REDDING 12,"{1.0, 138.0, 13.8, 18.0, 345.0}",7,1.023205,Shasta,California
POINT (-120.8909 39.1779),COLFAX 3,"{1.0, 138.0, 13.8}",4,1.063854,Nevada,California
POINT (-121.4001 38.5309),SACRAMENTO 36,"{1.0, 138.0, 13.8, 345.0, 765.0}",6,1.065107,Sacramento,California
POINT (-121.3097 38.9032),LINCOLN 3,"{138.0, 18.0, 13.8}",5,1.056675,Placer,California
POINT (-121.6301 39.5149),OROVILLE 6,{138.0},1,1.06009,Butte,California
POINT (-121.2788 39.551),FORBESTOWN 2,"{138.0, 13.8}",3,1.067225,Butte,California
POINT (-121.4735 38.511),SACRAMENTO 37,{138.0},2,1.065373,Sacramento,California
POINT (-121.4982 40.9908),BURNEY 4,"{345.0, 138.0}",3,1.045006,Shasta,California
POINT (-122.2014 40.1519),RED BLUFF 3,{138.0},2,1.042662,Tehama,California
POINT (-124.2103 40.7415),EUREKA 3,"{345.0, 138.0, 765.0}",4,1.083236,Humboldt,California
POINT (-120.7674 39.2569),ALTA 2,{138.0},1,1.065046,Placer,California
POINT (-121.9776 40.9862),BIG BEND 2,"{138.0, 13.8}",4,1.056665,Shasta,California
POINT (-120.5318 38.834),POLLOCK PINES 6,"{138.0, 13.8, 22.0}",3,1.078364,El Dorado,California
POINT (-121.1917 39.3308),DOBBINS,"{345.0, 138.0, 18.0, 13.8}",4,1.064448,Yuba,California
POINT (-123.0034 38.5535),GUERNEVILLE,{138.0},2,1.065606,Sonoma,California
POINT (-122.8906 38.6934),HEALDSBURG,{138.0},2,1.068533,Sonoma,California
POINT (-122.8702 38.4176),SEBASTOPOL 1,{138.0},2,1.060935,Sonoma,California
POINT (-122.8229 38.4122),SEBASTOPOL 2,{138.0},2,1.060012,Sonoma,California
POINT (-122.8145 38.5002),WINDSOR 1,{138.0},3,1.0578,Sonoma,California
POINT (-122.7599 38.5379),WINDSOR 2,{138.0},2,1.060522,Sonoma,California
POINT (-122.8444 38.5442),SANTA ROSA 1,{138.0},1,1.060374,Sonoma,California
POINT (-122.7844 38.4465),SANTA ROSA 2,{138.0},2,1.05675,Sonoma,California
POINT (-122.6899 38.1578),PETALUMA 1,{138.0},2,1.057085,Marin,California
POINT (-122.7481 38.2311),PETALUMA 2,"{345.0, 138.0, 13.8, 1.0}",4,1.066284,Sonoma,California
POINT (-122.6663 38.4866),SANTA ROSA 3,{138.0},4,1.055953,Sonoma,California
POINT (-122.8115 38.4234),SANTA ROSA 4,"{345.0, 138.0, 18.0, 1.0}",4,1.060133,Sonoma,California
POINT (-122.6461 38.405),SANTA ROSA 5,{138.0},1,1.052386,Sonoma,California
POINT (-122.782 38.4325),SANTA ROSA 6,{138.0},1,1.056749,Sonoma,California
POINT (-122.6904 38.3053),ROHNERT PARK 1,{138.0},2,1.050384,Sonoma,California
POINT (-122.7869 38.2513),ROHNERT PARK 2,{138.0},1,1.066426,Sonoma,California
POINT (-122.5978 38.486),SANTA ROSA 7,"{345.0, 138.0, 18.0, 1.0}",5,1.060288,Sonoma,California
POINT (-122.7476 38.4599),SANTA ROSA 8,{138.0},1,1.055569,Sonoma,California
POINT (-122.6172 38.4553),SANTA ROSA 9,{138.0},2,1.055118,Sonoma,California
POINT (-122.6589 38.1225),NOVATO 1,{138.0},1,1.054743,Marin,California
POINT (-122.59 37.8646),FAIRFAX,{138.0},1,1.083496,Marin,California
POINT (-122.6884 38.6502),CALISTOGA,{138.0},2,1.071385,Sonoma,California
POINT (-122.5231 38.4833),SANTA ROSA 10,{138.0},2,1.054926,Napa,California
POINT (-122.5663 38.5647),SANTA ROSA 11,{138.0},1,1.069671,Napa,California
POINT (-122.502 38.0033),SAN ANSELMO,{138.0},1,1.068557,Marin,California
POINT (-122.5592 37.9206),MILL VALLEY 1,{138.0},1,1.068167,Marin,California
POINT (-122.4805 37.8044),MILL VALLEY 2,{138.0},3,1.065144,San Francisco,California
POINT (-122.6186 37.8825),GREENBRAE,{138.0},1,1.075377,Marin,California
POINT (-122.6156 38.2822),PETALUMA 3,{138.0},2,1.050379,Sonoma,California
POINT (-122.6104 38.1733),PETALUMA 4,{138.0},3,1.055795,Marin,California
POINT (-122.5808 38.12),SAN RAFAEL 1,{138.0},1,1.05596,Marin,California
POINT (-122.5664 38.0002),SAN RAFAEL 2,{138.0},1,1.067205,Marin,California
POINT (-122.478 37.8399),SAUSALITO,{138.0},2,1.065588,Marin,California
POINT (-122.4843 38.0754),NOVATO 2,{138.0},2,1.065807,Marin,California
POINT (-122.5896 38.0612),NOVATO 3,{138.0},2,1.058191,Marin,California
POINT (-122.5811 37.9087),CORTE MADERA,{138.0},1,1.07006,Marin,California
POINT (-122.4962 38.0173),SAN RAFAEL 3,{138.0},1,1.067703,Marin,California
POINT (-122.5883 37.9802),SAN RAFAEL 4,{138.0},1,1.065318,Marin,California
POINT (-122.4366 37.8532),SAN FRANCISCO 1,{138.0},1,1.066343,Marin,California
POINT (-122.4977 37.6898),SAN FRANCISCO 2,{138.0},1,1.076768,San Mateo,California
POINT (-122.4004 38.3427),GLEN ELLEN,{138.0},1,1.062998,Napa,California
POINT (-122.5079 37.7356),SAN FRANCISCO 3,{138.0},2,1.070124,San Francisco,California
POINT (-122.4159 37.8008),SAN FRANCISCO 4,{138.0},2,1.068876,San Francisco,California
POINT (-122.4991 37.6954),SAN FRANCISCO 5,{138.0},2,1.075624,San Mateo,California
POINT (-122.5588 37.8485),SAN FRANCISCO 6,"{345.0, 138.0}",2,1.071571,Marin,California
POINT (-122.5065 37.7873),SAN FRANCISCO 7,{138.0},3,1.065162,San Francisco,California
POINT (-122.4424 37.7096),SAN FRANCISCO 8,{138.0},1,1.06054,San Francisco,California
POINT (-122.4213 37.7199),DALY CITY 1,{138.0},1,1.05809,San Francisco,California
POINT (-122.4102 37.6082),DALY CITY 2,{138.0},1,1.069547,San Mateo,California
POINT (-122.4495 37.6987),PACIFICA 1,{138.0},4,1.064508,San Mateo,California
POINT (-122.516 37.5646),PACIFICA 2,{138.0},1,1.071006,San Mateo,California
POINT (-122.5054 38.2561),SONOMA 1,{138.0},1,1.069977,Sonoma,California
POINT (-122.3978 38.1977),SONOMA 2,{138.0},1,1.07484,Sonoma,California
POINT (-122.3707 37.962),BELVEDERE TIBURON,{138.0},1,1.060572,Contra Costa,California
POINT (-122.418 37.7408),SAN FRANCISCO 9,{138.0},1,1.055293,San Francisco,California
POINT (-122.4291 37.7077),SAN FRANCISCO 10,{138.0},1,1.064544,San Mateo,California
POINT (-122.4278 37.6691),SAN FRANCISCO 11,{138.0},1,1.067247,San Mateo,California
POINT (-122.5071 37.7665),SAN FRANCISCO 12,"{345.0, 138.0, 13.8, 1.0}",5,1.069105,San Francisco,California
POINT (-122.4046 37.8096),SAN FRANCISCO 13,{138.0},1,1.071459,San Francisco,California
POINT (-122.4067 37.7849),DALY CITY 3,{138.0},1,1.051555,San Francisco,California
POINT (-122.4789 37.6662),DALY CITY 4,"{345.0, 138.0}",2,1.061402,San Mateo,California
POINT (-122.4457 37.7925),SAN FRANCISCO 14,{138.0},4,1.065748,San Francisco,California
POINT (-122.3766 37.7395),SAN FRANCISCO 15,{138.0},1,1.078943,San Francisco,California
POINT (-122.449 37.6783),SAN FRANCISCO 16,{138.0},1,1.06736,San Mateo,California
POINT (-122.5386 37.831),SAN FRANCISCO 17,{138.0},1,1.066397,Marin,California
POINT (-122.4548 37.8917),SAN FRANCISCO 18,{138.0},3,1.063527,Marin,California
POINT (-122.4466 37.877),SAN FRANCISCO 19,{138.0},1,1.065672,Marin,California
POINT (-122.3716 37.8201),SAN FRANCISCO 20,"{24.0, 345.0, 138.0, 1.0}",4,1.078153,San Francisco,California
POINT (-122.3685 37.8121),SAN FRANCISCO 21,{138.0},2,1.069807,San Francisco,California
POINT (-122.3913 37.6979),SAN BRUNO 1,{138.0},1,1.06813,San Mateo,California
POINT (-122.3747 37.6591),SAN BRUNO 2,{138.0},2,1.066451,San Mateo,California
POINT (-122.31 37.8726),SAN FRANCISCO 22,{138.0},1,1.055555,Alameda,California
POINT (-122.361 37.7171),SAN FRANCISCO 23,{138.0},2,1.073484,San Francisco,California
POINT (-122.422 37.5661),SOUTH SAN FRANCISCO 1,"{345.0, 138.0, 13.8, 1.0}",4,1.065012,San Mateo,California
POINT (-122.4983 37.6081),SOUTH SAN FRANCISCO 2,{138.0},2,1.072801,San Mateo,California
POINT (-122.339 38.5819),SAINT HELENA,{138.0},2,1.066176,Napa,California
POINT (-122.3175 37.7853),SAN FRANCISCO 24,{138.0},1,1.050888,Alameda,California
POINT (-122.4956 37.6679),SAN FRANCISCO 25,{138.0},2,1.073284,San Mateo,California
POINT (-122.395 37.7072),SAN FRANCISCO 26,{138.0},1,1.07241,San Mateo,California
POINT (-122.4209 37.5305),HALF MOON BAY,{138.0},1,1.058847,San Mateo,California
POINT (-122.5063 37.8768),SAN FRANCISCO 27,{138.0},1,1.059916,Marin,California
POINT (-122.4188 37.6224),MILLBRAE,{138.0},1,1.071585,San Mateo,California
POINT (-122.2431 37.753),SAN FRANCISCO 28,{138.0},1,1.056857,Alameda,California
POINT (-122.3839 37.7824),SAN FRANCISCO 29,{138.0},1,1.050854,San Francisco,California
POINT (-122.4045 37.9307),RICHMOND 1,{138.0},3,1.06481,Contra Costa,California
POINT (-122.3011 37.8688),RICHMOND 2,{138.0},2,1.055672,Alameda,California
POINT (-122.4606 37.5991),BURLINGAME 1,{138.0},2,1.06787,San Mateo,California
POINT (-122.3789 37.6337),BURLINGAME 2,{138.0},2,1.063111,San Mateo,California
POINT (-122.4221 37.4816),SAN MATEO 1,{138.0},2,1.057404,San Mateo,California
POINT (-122.2631 37.8753),RICHMOND 3,"{345.0, 138.0, 13.8, 1.0}",5,1.054762,Alameda,California
POINT (-122.3102 37.8828),RICHMOND 4,{138.0},1,1.053644,Alameda,California
POINT (-122.4994 38.0316),SAN PABLO 1,"{345.0, 138.0}",2,1.064385,Marin,California
POINT (-122.2525 38.0283),SAN PABLO 2,{138.0},3,1.0606,Contra Costa,California
POINT (-122.2791 38.0273),RICHMOND 5,{138.0},5,1.060567,Contra Costa,California
POINT (-122.3865 37.6415),SAN MATEO 2,{138.0},1,1.064248,San Mateo,California
POINT (-122.37 38.2609),NAPA 1,{138.0},1,1.072617,Napa,California
POINT (-122.2712 38.1933),NAPA 2,{138.0},1,1.068178,Napa,California
POINT (-122.1448 37.5829),SAN MATEO 3,{138.0},1,1.073737,Alameda,California
POINT (-122.2328 37.5506),SAN MATEO 4,{138.0},1,1.053013,San Mateo,California
POINT (-122.377 37.7418),OAKLAND 1,"{345.0, 138.0}",2,1.064578,San Francisco,California
POINT (-122.2957 37.54),BELMONT,{138.0},2,1.048921,San Mateo,California
POINT (-122.3037 37.9356),EL CERRITO,{138.0},2,1.05273,Contra Costa,California
POINT (-122.219 37.4127),REDWOOD CITY 1,{138.0},1,1.045658,San Mateo,California
POINT (-122.2068 37.4168),REDWOOD CITY 2,{138.0},1,1.04641,San Mateo,California
POINT (-122.2181 37.9305),ALBANY 4,{138.0},1,1.058595,Contra Costa,California
POINT (-122.2467 37.8575),EMERYVILLE,{138.0},1,1.051924,Alameda,California
POINT (-122.3478 37.9578),BERKELEY 1,{138.0},1,1.058362,Contra Costa,California
POINT (-122.1902 38.0016),EL SOBRANTE 1,{138.0},1,1.057017,Contra Costa,California
POINT (-122.2803 37.9755),PINOLE,{138.0},2,1.057545,Contra Costa,California
POINT (-122.3317 37.9852),BERKELEY 2,{138.0},1,1.058504,Contra Costa,California
POINT (-122.2069 37.7312),ALAMEDA 1,{138.0},1,1.061188,Alameda,California
POINT (-122.1953 37.72),ALAMEDA 2,{138.0},1,1.060628,Alameda,California
POINT (-122.2634 37.9047),BERKELEY 3,{138.0},1,1.060209,Contra Costa,California
POINT (-122.2091 37.5298),SAN CARLOS 1,{138.0},2,1.049368,San Mateo,California
POINT (-122.3092 37.4286),SAN CARLOS 2,{138.0},2,1.046098,San Mateo,California
POINT (-122.3172 37.5426),SAN MATEO 5,{138.0},2,1.049038,San Mateo,California
POINT (-122.2788 38.2484),AMERICAN CANYON,{138.0},1,1.063933,Napa,California
POINT (-122.2542 37.9341),OAKLAND 2,{138.0},2,1.057586,Contra Costa,California
POINT (-122.1801 38.0198),HERCULES,{138.0},2,1.059237,Contra Costa,California
POINT (-122.166 37.8098),BERKELEY 4,{138.0},1,1.058356,Alameda,California
POINT (-122.1767 38.1063),VALLEJO 1,{138.0},1,1.060964,Solano,California
POINT (-122.2044 38.1207),VALLEJO 2,{138.0},2,1.06129,Solano,California
POINT (-122.2646 37.4904),REDWOOD CITY 3,{138.0},1,1.044737,San Mateo,California
POINT (-122.1612 37.663),ALAMEDA 3,{138.0},2,1.071509,Alameda,California
POINT (-122.25 37.8867),OAKLAND 3,{138.0},1,1.060079,Alameda,California
POINT (-122.2323 37.7954),OAKLAND 4,{138.0},1,1.053878,Alameda,California
POINT (-122.1427 37.7329),OAKLAND 5,{138.0},1,1.061331,Alameda,California
POINT (-122.2341 37.717),OAKLAND 6,{138.0},1,1.061209,Alameda,California
POINT (-122.2808 38.3965),NAPA 3,"{345.0, 138.0}",2,1.063238,Napa,California
POINT (-122.1566 38.3932),NAPA 4,{138.0},1,1.058836,Napa,California
POINT (-122.2773 37.9036),BERKELEY 5,{138.0},1,1.061076,Contra Costa,California
POINT (-122.2007 37.8367),OAKLAND 7,{138.0},3,1.05523,Alameda,California
POINT (-122.1257 37.5549),REDWOOD CITY 4,{138.0},4,1.073367,Alameda,California
POINT (-122.2239 37.5399),REDWOOD CITY 5,"{345.0, 138.0}",3,1.047644,San Mateo,California
POINT (-122.2667 38.1076),VALLEJO 3,{138.0},2,1.06459,Solano,California
POINT (-122.2827 38.1089),VALLEJO 4,{138.0},1,1.064853,Solano,California
POINT (-122.2818 37.7901),OAKLAND 8,{138.0},1,1.054111,Alameda,California
POINT (-122.2262 37.7355),OAKLAND 9,{138.0},1,1.058253,Alameda,California
POINT (-122.3046 37.7863),OAKLAND 10,{138.0},4,1.05271,Alameda,California
POINT (-122.1078 37.7318),OAKLAND 11,{138.0},1,1.061526,Alameda,California
POINT (-122.1187 37.8128),OAKLAND 12,{138.0},2,1.073054,Contra Costa,California
POINT (-122.2109 37.8315),OAKLAND 13,{138.0},2,1.054593,Alameda,California
POINT (-122.1318 37.8579),OAKLAND 14,{138.0},3,1.062515,Contra Costa,California
POINT (-122.1505 38.1827),VALLEJO 5,{138.0},1,1.061677,Solano,California
POINT (-122.1788 38.2092),VALLEJO 6,"{345.0, 138.0}",2,1.066034,Solano,California
POINT (-122.1406 37.5908),REDWOOD CITY 6,{138.0},2,1.074549,Alameda,California
POINT (-122.1852 37.5157),REDWOOD CITY 7,{138.0},2,1.04811,San Mateo,California
POINT (-122.2424 37.8711),ORINDA,{138.0},1,1.052137,Alameda,California
POINT (-122.081 37.7408),OAKLAND 15,{138.0},1,1.059265,Alameda,California
POINT (-122.2035 37.6974),OAKLAND 16,"{345.0, 138.0}",2,1.065376,Alameda,California
POINT (-122.093 37.41),MENLO PARK 1,{138.0},1,1.049192,Santa Clara,California
POINT (-122.2717 37.5458),MENLO PARK 2,{138.0},1,1.049609,San Mateo,California
POINT (-122.1757 37.3226),STANFORD 1,{138.0},2,1.043037,Santa Clara,California
POINT (-122.1755 37.7133),SAN LEANDRO 1,{138.0},2,1.060186,Alameda,California
POINT (-122.2098 37.6983),SAN LEANDRO 2,{138.0},1,1.064632,Alameda,California
POINT (-122.2219 37.7188),SAN LEANDRO 3,{138.0},1,1.06028,Alameda,California
POINT (-122.1324 37.8448),OAKLAND 17,{138.0},1,1.064298,Contra Costa,California
POINT (-122.2047 37.3536),PALO ALTO 1,{138.0},2,1.042848,San Mateo,California
POINT (-122.1118 37.1513),BOULDER CREEK,{138.0},1,1.052643,Santa Cruz,California
POINT (-122.1127 37.329),LOS ALTOS 1,"{345.0, 138.0}",2,1.051468,Santa Clara,California
POINT (-122.0655 38.0655),MARTINEZ 1,{138.0},2,1.066335,Solano,California
POINT (-122.0736 37.9634),MARTINEZ 2,{138.0},2,1.060558,Contra Costa,California
POINT (-122.2188 38.0706),BENICIA 1,{138.0},2,1.063606,Solano,California
POINT (-122.128 38.0003),BENICIA 2,{138.0},1,1.061204,Contra Costa,California
POINT (-122.0399 38.3445),FAIRFIELD 1,{138.0},2,1.061179,Solano,California
POINT (-122.1643 38.2467),FAIRFIELD 2,{138.0},1,1.064273,Solano,California
POINT (-122.1086 37.7728),SAN LORENZO 1,{138.0},1,1.065411,Alameda,California
POINT (-122.0508 37.6284),SAN LORENZO 2,{138.0},1,1.071739,Alameda,California
POINT (-122.2097 37.8605),OAKLAND 18,{138.0},3,1.052259,Contra Costa,California
POINT (-122.1295 37.369),PALO ALTO 2,{138.0},1,1.047715,Santa Clara,California
POINT (-122.1031 37.6521),HAYWARD 1,{138.0},1,1.071664,Alameda,California
POINT (-122.2063 37.5143),HAYWARD 2,{138.0},2,1.047996,San Mateo,California
POINT (-122.1176 37.7789),SAN LEANDRO 4,{138.0},1,1.063852,Alameda,California
POINT (-122.124 37.7417),SAN LEANDRO 5,{138.0},1,1.062382,Alameda,California
POINT (-122.132 37.0109),SANTA CRUZ 1,"{345.0, 138.0, 13.8, 1.0}",4,1.062175,Santa Cruz,California
POINT (-122.1729 37.0447),SANTA CRUZ 2,{138.0},2,1.063596,Santa Cruz,California
POINT (-122.1476 37.4838),PALO ALTO 3,{138.0},1,1.049096,San Mateo,California
POINT (-122.0679 37.4902),PALO ALTO 4,{138.0},2,1.069694,Alameda,California
POINT (-122.1416 37.7767),MORAGA,{138.0},1,1.068445,Alameda,California
POINT (-122.0649 37.847),LAFAYETTE 1,{138.0},1,1.063349,Contra Costa,California
POINT (-122.0524 37.4542),FREMONT 1,{138.0},3,1.055756,Santa Clara,California
POINT (-122.0964 37.5197),FREMONT 2,{138.0},2,1.073468,Alameda,California
POINT (-122.0186 37.2923),LOS ALTOS 2,{138.0},1,1.052355,Santa Clara,California
POINT (-122.1098 37.3674),MOUNTAIN VIEW 1,{138.0},1,1.048297,Santa Clara,California
POINT (-122.137 37.3101),MOUNTAIN VIEW 2,{138.0},1,1.044311,Santa Clara,California
POINT (-122.1456 37.6978),HAYWARD 3,{138.0},1,1.06427,Alameda,California
POINT (-122.0146 37.6649),HAYWARD 4,{138.0},1,1.058602,Alameda,California
POINT (-122.0556 37.4055),CUPERTINO 1,{138.0},3,1.051851,Santa Clara,California
POINT (-122.1499 37.2992),CUPERTINO 2,{138.0},1,1.043435,Santa Clara,California
POINT (-122.0316 38.528),WINTERS,{138.0},2,1.056378,Yolo,California
POINT (-122.0318 37.7857),CASTRO VALLEY 1,{138.0},1,1.054925,Alameda,California
POINT (-122.0994 37.7542),CASTRO VALLEY 2,"{345.0, 138.0, 13.8, 1.0}",4,1.061573,Alameda,California
POINT (-121.9781 37.9213),PLEASANT HILL 1,{138.0},1,1.059706,Contra Costa,California
POINT (-122.0423 38.0147),PLEASANT HILL 2,{138.0},1,1.066383,Contra Costa,California
POINT (-122.1527 37.3979),MOUNTAIN VIEW 3,{138.0},1,1.047568,Santa Clara,California
POINT (-122.1008 37.8727),WALNUT CREEK 1,{138.0},1,1.062621,Contra Costa,California
POINT (-122.1049 37.4528),MOUNTAIN VIEW 4,{138.0},1,1.052757,Santa Clara,California
POINT (-122.0385 37.4199),MOUNTAIN VIEW 5,{138.0},1,1.056412,Santa Clara,California
POINT (-122.1338 37.8134),WALNUT CREEK 2,{138.0},1,1.068166,Contra Costa,California
POINT (-122.1275 37.0632),SANTA CRUZ 3,{138.0},2,1.058692,Santa Cruz,California
POINT (-122.0893 37.5495),HAYWARD 5,"{345.0, 138.0}",2,1.070115,Alameda,California
POINT (-122.0854 37.6188),HAYWARD 6,{138.0},2,1.074087,Alameda,California
