wkt,flow capacity,pf,qf,pt,qt,kilovolt,line_name,srouce,target,actual flow,loading percent
"LINESTRING (-121.2086 48.6981, -121.2086 48.6981)",338.29,-51.807224,3.207284,51.820001,-2.399481,345.0,ROCKPORT 1 -- ROCKPORT 1,ROCKPORT 1,ROCKPORT 1,51.807224,15.314441455555883
"LINESTRING (-121.2086 48.6981, -121.2086 48.6981)",336.68,-41.608766,2.505257,41.620001,-1.910306,345.0,ROCKPORT 1 -- ROCKPORT 1,ROCKPORT 1,ROCKPORT 1,41.608766,12.35854995841749
"LINESTRING (-121.2086 48.6981, -121.2086 48.6981)",335.58,-0.0,0.0,-0.0,0.0,345.0,ROCKPORT 1 -- ROCKPORT 1,ROCKPORT 1,ROCKPORT 1,0.0,0.0
"LINESTRING (-121.2086 48.6981, -121.2086 48.6981)",332.79,-41.372114,2.916437,41.380001,-2.490064,345.0,ROCKPORT 1 -- ROCKPORT 1,ROCKPORT 1,ROCKPORT 1,41.372114,12.431898194056313
"LINESTRING (-121.2086 48.6981, -121.0679 48.7326)",1376.23,-549.029369,50.039866,550.044263,-47.304378,345.0,ROCKPORT 1 -- ROCKPORT 3,ROCKPORT 3,ROCKPORT 1,549.029369,39.89372190694869
"LINESTRING (-121.2086 48.6981, -121.6907 48.649)",239.88,105.271418,-3.702196,-104.384125,4.001418,138.0,ROCKPORT 1 -- CONCRETE 2,ROCKPORT 1,CONCRETE 2,105.271418,43.885033350008335
"LINESTRING (-122.4331 48.4481, -122.4331 48.4481)",84.98,-14.309986,0.26672,14.320001,0.0,138.0,MOUNT VERNON 4 -- MOUNT VERNON 4,MOUNT VERNON 4,MOUNT VERNON 4,14.309986,16.839239821134385
"LINESTRING (-122.4331 48.4481, -122.4331 48.4481)",10000.0,14.309986,-0.26672,-14.309523,0.268535,138.0,MOUNT VERNON 4 -- MOUNT VERNON 4,MOUNT VERNON 4,MOUNT VERNON 4,14.309986,0.14309986
"LINESTRING (-122.4331 48.4481, -122.4358 48.4558)",231.68,-43.23441,-70.657983,43.272039,70.76946,138.0,MOUNT VERNON 4 -- BURLINGTON 2,BURLINGTON 2,MOUNT VERNON 4,43.23441,18.66126122237569
"LINESTRING (-117.4206 47.6536, -117.4206 47.6536)",10000.0,22.830002,0.985273,-22.82893,-0.980063,138.0,SPOKANE 20 -- SPOKANE 20,SPOKANE 20,SPOKANE 20,22.830002,0.22830002
"LINESTRING (-117.4206 47.6536, -117.4206 47.6536)",10000.0,0.0,0.0,0.0,0.0,138.0,SPOKANE 20 -- SPOKANE 20,SPOKANE 20,SPOKANE 20,0.0,0.0
"LINESTRING (-122.9184 46.1039, -122.9184 46.1039)",70.82,-28.038268,1.295331,28.080002,-0.0,138.0,LONGVIEW 3 -- LONGVIEW 3,LONGVIEW 3,LONGVIEW 3,28.038268,39.59088957921491
"LINESTRING (-122.9184 46.1039, -122.9184 46.1039)",29.87,-13.213631,0.894675,13.240001,-0.0,138.0,LONGVIEW 3 -- LONGVIEW 3,LONGVIEW 3,LONGVIEW 3,13.213631,44.23713090056913
"LINESTRING (-122.9184 46.1039, -122.9728 46.1236)",217.96,-35.629916,-7.948939,35.648264,6.83724,138.0,LONGVIEW 3 -- LONGVIEW 4,LONGVIEW 4,LONGVIEW 3,35.629916,16.346997614241147
"LINESTRING (-122.486 48.746, -122.486 48.746)",469.32,10.509003,34.256165,-10.503846,-33.966957,345.0,BELLINGHAM 7 -- BELLINGHAM 7,BELLINGHAM 7,BELLINGHAM 7,10.509003,2.239197775504986
"LINESTRING (-122.486 48.746, -122.486 48.746)",10000.0,-285.723274,142.962493,285.913002,-141.938323,345.0,BELLINGHAM 7 -- BELLINGHAM 7,BELLINGHAM 7,BELLINGHAM 7,285.723274,2.85723274
"LINESTRING (-122.486 48.746, -122.486 48.746)",10000.0,0.0,0.0,0.0,0.0,345.0,BELLINGHAM 7 -- BELLINGHAM 7,BELLINGHAM 7,BELLINGHAM 7,0.0,0.0
"LINESTRING (-122.486 48.746, -122.486 48.746)",10000.0,335.254273,-177.218659,-334.938853,178.622211,345.0,BELLINGHAM 7 -- BELLINGHAM 7,BELLINGHAM 7,BELLINGHAM 7,335.254273,3.35254273
"LINESTRING (-122.486 48.746, -122.6867 48.8288)",1127.73,-285.913002,141.938323,286.342951,-150.449052,345.0,BELLINGHAM 7 -- FERNDALE 2,FERNDALE 2,BELLINGHAM 7,285.913002,25.352965869490035
"LINESTRING (-122.486 48.746, -122.4358 48.4558)",995.83,334.938853,-178.622211,-333.035266,150.325522,345.0,BELLINGHAM 7 -- BURLINGTON 2,BELLINGHAM 7,BURLINGTON 2,334.938853,33.63413966239217
"LINESTRING (-117.3644 47.1558, -117.3644 47.1558)",409.3,123.866912,-12.974289,-123.816658,16.096925,345.0,ROSALIA -- ROSALIA,ROSALIA,ROSALIA,123.866912,30.26311067676521
"LINESTRING (-117.3644 47.1558, -117.3644 47.1558)",432.39,-58.179383,-21.147065,58.200001,22.429935,345.0,ROSALIA -- ROSALIA,ROSALIA,ROSALIA,58.179383,13.455302620319621
"LINESTRING (-117.3644 47.1558, -117.3644 47.1558)",10000.0,13.860388,3.241874,-13.86,-3.24,345.0,ROSALIA -- ROSALIA,ROSALIA,ROSALIA,13.860388,0.13860388
"LINESTRING (-117.3644 47.1558, -117.3644 47.1558)",10000.0,-79.547917,-72.459589,79.576756,72.572023,345.0,ROSALIA -- ROSALIA,ROSALIA,ROSALIA,79.547917,0.79547917
"LINESTRING (-117.3644 47.1558, -117.4294 46.6595)",1030.17,-119.434704,-73.713546,119.743168,37.93351,345.0,ROSALIA -- POMEROY 1,POMEROY 1,ROSALIA,119.434704,11.593688808643233
"LINESTRING (-122.56 48.4708, -122.56 48.4708)",400.14,126.372321,-7.50185,-126.295559,12.465505,345.0,ANACORTES 2 -- ANACORTES 2,ANACORTES 2,ANACORTES 2,126.372321,31.58202654071075
"LINESTRING (-122.56 48.4708, -122.56 48.4708)",325.83,-0.0,-0.0,-0.0,-0.0,345.0,ANACORTES 2 -- ANACORTES 2,ANACORTES 2,ANACORTES 2,0.0,0.0
"LINESTRING (-122.56 48.4708, -122.56 48.4708)",403.19,-83.3608,11.666543,83.4,-9.259947,345.0,ANACORTES 2 -- ANACORTES 2,ANACORTES 2,ANACORTES 2,83.3608,20.67531436791587
"LINESTRING (-122.56 48.4708, -122.56 48.4708)",10000.0,-43.011521,-4.164693,43.016112,4.1829,345.0,ANACORTES 2 -- ANACORTES 2,ANACORTES 2,ANACORTES 2,43.011521,0.43011521
"LINESTRING (-122.56 48.4708, -122.56 48.4708)",75.8,-41.591938,8.100737,41.7,-4.629989,138.0,ANACORTES 2 -- ANACORTES 2,ANACORTES 2,ANACORTES 2,41.591938,54.87063060686016
"LINESTRING (-122.56 48.4708, -122.4358 48.4558)",1295.51,-308.111806,-25.00624,308.381265,20.289092,345.0,ANACORTES 2 -- BURLINGTON 2,BURLINGTON 2,ANACORTES 2,308.111806,23.78305115359974
"LINESTRING (-120.5212 45.7818, -120.7836 45.7442)",241.12,74.558021,-6.476299,-74.229328,3.505866,138.0,GOLDENDALE 3 -- GOLDENDALE 4,GOLDENDALE 3,GOLDENDALE 4,74.558021,30.921541556071663
"LINESTRING (-120.5212 45.7818, -120.125 45.7119)",219.01,-39.289852,-0.014989,39.424387,-3.91994,138.0,GOLDENDALE 3 -- ARLINGTON 3,ARLINGTON 3,GOLDENDALE 3,39.289852,17.93975252271586
"LINESTRING (-120.5212 45.7818, -120.6034 45.6537)",227.08,47.071832,-7.588527,-46.942596,6.37397,138.0,GOLDENDALE 3 -- WASCO 2,GOLDENDALE 3,WASCO 2,47.071832,20.72918442839528
"LINESTRING (-121.6878 47.4446, -121.6878 47.4446)",166.94,-22.210433,-8.91865,22.209429,8.887076,138.0,KIRKLAND 5 -- KIRKLAND 5,KIRKLAND 5,KIRKLAND 5,22.210433,13.304440517551216
"LINESTRING (-121.6878 47.4446, -121.7819 47.4193)",224.39,47.920533,-7.7318,-47.775137,7.583859,138.0,KIRKLAND 5 -- NORTH BEND 2,KIRKLAND 5,NORTH BEND 2,47.920533,21.355912919470565
"LINESTRING (-121.6878 47.4446, -121.6878 47.4446)",83.47,10.220001,4.609946,-10.215433,-4.466153,13.8,KIRKLAND 5 -- KIRKLAND 5,KIRKLAND 5,KIRKLAND 5,10.220001,12.243921169282377
"LINESTRING (-121.6878 47.4446, -121.6878 47.4446)",83.47,12.000001,4.609946,-11.993996,-4.420923,13.8,KIRKLAND 5 -- KIRKLAND 5,KIRKLAND 5,KIRKLAND 5,12.000001,14.376423864861627
"LINESTRING (-121.1317 48.7139, -121.1317 48.7139)",118.56,-77.496187,-0.953473,77.710002,6.825357,138.0,ROCKPORT 2 -- ROCKPORT 2,ROCKPORT 2,ROCKPORT 2,77.496187,65.36453019568151
"LINESTRING (-121.1317 48.7139, -121.1317 48.7139)",118.56,-30.220252,-0.778193,30.260001,1.976228,138.0,ROCKPORT 2 -- ROCKPORT 2,ROCKPORT 2,ROCKPORT 2,30.220252,25.489416329284747
"LINESTRING (-121.1317 48.7139, -121.0679 48.7326)",212.05,-33.144664,16.505282,33.194384,-16.78376,138.0,ROCKPORT 2 -- ROCKPORT 3,ROCKPORT 3,ROCKPORT 2,33.144664,15.630589012025464
"LINESTRING (-119.3339 46.4711, -119.3339 46.4711)",1314.67,74.953123,-26.667698,-74.944379,27.341986,765.0,RICHLAND 4 -- RICHLAND 4,RICHLAND 4,RICHLAND 4,74.953123,5.701288003833662
"LINESTRING (-119.3339 46.4711, -119.3339 46.4711)",1955.01,-1198.592017,-152.350102,1200.000012,281.175297,765.0,RICHLAND 4 -- RICHLAND 4,RICHLAND 4,RICHLAND 4,1198.592017,61.30874097830701
"LINESTRING (-119.3339 46.4711, -119.3339 46.4711)",10000.0,1123.638894,-113.302441,-1121.112176,125.182447,765.0,RICHLAND 4 -- RICHLAND 4,RICHLAND 4,RICHLAND 4,1123.638894,11.23638894
"LINESTRING (-119.3339 46.4711, -119.3339 46.4711)",470.0,151.577536,8.60232,-151.500853,-3.832036,345.0,RICHLAND 4 -- RICHLAND 4,RICHLAND 4,RICHLAND 4,151.577536,32.250539574468085
"LINESTRING (-119.3339 46.4711, -119.0964 46.0958)",1061.96,-76.633157,-35.944306,76.677088,-10.265411,345.0,RICHLAND 4 -- KENNEWICK 6,KENNEWICK 6,RICHLAND 4,76.633157,7.216199951033937
"LINESTRING (-119.3339 46.4711, -118.5397 46.5635)",236.49,-66.677891,-24.182715,67.036584,-3.558331,138.0,RICHLAND 4 -- KAHLOTUS,KAHLOTUS,RICHLAND 4,66.677891,28.194803585775297
"LINESTRING (-119.3339 46.4711, -119.2988 45.9402)",4021.34,291.28871,93.841426,-291.131256,-290.659516,765.0,RICHLAND 4 -- UMATILLA 2,RICHLAND 4,UMATILLA 2,291.28871,7.243573286516434
"LINESTRING (-122.3355 45.9628, -122.3355 45.9628)",568.17,105.965915,5.881625,-105.815786,3.195375,345.0,AMBOY -- AMBOY,AMBOY,AMBOY,105.965915,18.650388968090535
"LINESTRING (-122.3355 45.9628, -122.5544 45.9567)",1108.81,79.530116,39.633594,-79.495084,-54.248398,345.0,AMBOY -- ARIEL,AMBOY,ARIEL,79.530116,7.172564821745836
"LINESTRING (-122.3355 45.9628, -122.3355 45.9628)",415.0,-103.468887,-2.140126,103.375608,-3.49609,138.0,AMBOY -- AMBOY,AMBOY,AMBOY,103.468887,24.93226192771084
"LINESTRING (-122.3355 45.9628, -122.3355 45.9628)",153.17,-2.44,-0.29,2.440177,0.300715,22.0,AMBOY -- AMBOY,AMBOY,AMBOY,2.44,1.5930012404517857
"LINESTRING (-118.1111 48.6203, -118.1111 48.6203)",387.51,80.021905,10.267241,-80.002573,-8.829513,345.0,KETTLE FALLS 2 -- KETTLE FALLS 2,KETTLE FALLS 2,KETTLE FALLS 2,80.021905,20.650281283063666
"LINESTRING (-118.1111 48.6203, -118.1111 48.6203)",10000.0,-29.321904,-10.267241,29.324206,10.276099,345.0,KETTLE FALLS 2 -- KETTLE FALLS 2,KETTLE FALLS 2,KETTLE FALLS 2,29.321904,0.29321904
"LINESTRING (-118.1111 48.6203, -118.9773 47.9575)",1092.86,67.0074,-18.779965,-66.873165,-52.279998,345.0,KETTLE FALLS 2 -- GRAND COULEE,KETTLE FALLS 2,GRAND COULEE,67.0074,6.1313800486796115
"LINESTRING (-118.1111 48.6203, -117.3478 48.9871)",1108.55,-99.231606,8.073865,99.452569,-57.36082,345.0,KETTLE FALLS 2 -- METALINE FALLS,METALINE FALLS,KETTLE FALLS 2,99.231606,8.951477696089487
"LINESTRING (-120.2355 45.9215, -120.2355 45.9215)",196.56,-0.0,-0.0,0.0,0.0,138.0,BICKLETON 1 -- BICKLETON 1,BICKLETON 1,BICKLETON 1,0.0,0.0
"LINESTRING (-120.2355 45.9215, -120.2355 45.9215)",10000.0,0.520001,0.090003,-0.52,-0.09,138.0,BICKLETON 1 -- BICKLETON 1,BICKLETON 1,BICKLETON 1,0.520001,0.005200010000000001
"LINESTRING (-120.2355 45.9215, -120.2355 45.9215)",10000.0,-0.520001,-0.090003,0.520001,0.090005,138.0,BICKLETON 1 -- BICKLETON 1,BICKLETON 1,BICKLETON 1,0.520001,0.005200010000000001
"LINESTRING (-120.2355 45.9215, -119.975 45.8281)",194.47,-17.272314,-0.886832,17.298738,-2.063891,138.0,BICKLETON 1 -- BOARDMAN 1,BOARDMAN 1,BICKLETON 1,17.272314,8.881737028847638
"LINESTRING (-120.2355 45.9215, -120.2008 45.7167)",194.39,16.752313,0.796826,-16.739716,-5.529129,138.0,BICKLETON 1 -- ARLINGTON 6,BICKLETON 1,ARLINGTON 6,16.752313,8.6178882658573
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1306.5,137.847464,44.368103,-137.799556,-40.84071,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,137.847464,10.55089659395331
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1343.94,-75.230504,-50.925412,75.240001,51.839295,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,75.230504,5.59775763798979
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1343.06,-134.980829,-50.320544,135.000001,51.839367,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,134.980829,10.050245633106488
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1342.71,-106.134329,-50.571815,106.150001,51.839305,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,106.134329,7.90448637457083
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1342.43,-134.986902,-50.733654,135.000001,51.839435,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,134.986902,10.055414584000653
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1340.6,-88.127905,-50.932029,88.140001,51.839291,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,88.127905,6.573765851111443
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1339.14,-75.58279,-51.210145,75.590001,51.839378,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,75.58279,5.6441290679092555
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",10000.0,477.195794,-306.405311,-476.588039,309.600754,765.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,477.195794,4.77195794
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",426.83,134.477842,33.514137,-134.421111,-30.340302,345.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,134.477842,31.50618325797156
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",1274.35,-132.322452,-41.160038,132.299375,39.457341,345.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,132.322452,10.383525091222976
"LINESTRING (-117.4294 46.6595, -117.8217 46.5242)",1037.31,-58.446021,-30.071533,58.482421,5.924935,345.0,POMEROY 1 -- POMEROY 2,POMEROY 2,POMEROY 1,58.446021,5.634383260548921
"LINESTRING (-117.4294 46.6595, -116.9764 46.4231)",1077.54,-63.452537,-0.216076,63.496585,-33.609706,345.0,POMEROY 1 -- LEWISTON 4,LEWISTON 4,POMEROY 1,63.452537,5.888647938823617
"LINESTRING (-117.4294 46.6595, -117.4294 46.6595)",32.15,-5.5,-1.37,5.500182,1.383369,22.0,POMEROY 1 -- POMEROY 1,POMEROY 1,POMEROY 1,5.5,17.107309486780718
"LINESTRING (-117.4294 46.6595, -118.0273 46.5838)",3955.79,119.868127,-74.506371,-119.853347,-104.810481,765.0,POMEROY 1 -- DAYTON 3,POMEROY 1,DAYTON 3,119.868127,3.0301943985904205
"LINESTRING (-117.4294 46.6595, -116.7008 45.2439)",4016.61,356.719912,-235.094383,-356.273604,-360.540114,765.0,POMEROY 1 -- OXBOW 2,POMEROY 1,OXBOW 2,356.719912,8.881118953545403
"LINESTRING (-122.365 47.0797, -122.365 47.0797)",10000.0,177.800001,-19.739774,-177.717302,20.045255,138.0,TACOMA 20 -- TACOMA 20,TACOMA 20,TACOMA 20,177.800001,1.7780000100000002
"LINESTRING (-122.4283 47.2661, -122.4283 47.2661)",574.02,257.333072,37.012612,-257.200178,-25.945167,345.0,TACOMA 21 -- TACOMA 21,TACOMA 21,TACOMA 21,257.333072,44.82998362426397
"LINESTRING (-122.4283 47.2661, -122.4283 47.2661)",524.02,-257.070237,-15.09626,257.200178,25.945167,138.0,TACOMA 21 -- TACOMA 21,TACOMA 21,TACOMA 21,257.070237,49.05733311705661
"LINESTRING (-122.4283 47.2661, -122.4283 47.2661)",50.0,-0.0,-0.0,0.0,0.0,18.0,TACOMA 21 -- TACOMA 21,TACOMA 21,TACOMA 21,0.0,0.0
"LINESTRING (-122.3196 46.8328, -122.3196 46.8328)",455.96,174.134689,-6.067399,-174.009462,13.510198,345.0,LAKEBAY 2 -- LAKEBAY 2,LAKEBAY 2,LAKEBAY 2,174.134689,38.19078186683043
"LINESTRING (-122.3196 46.8328, -122.4247 46.5347)",1150.68,-155.414687,4.807556,155.639543,-26.279932,345.0,LAKEBAY 2 -- SILVER CREEK 2,SILVER CREEK 2,LAKEBAY 2,155.414687,13.506334254527754
"LINESTRING (-122.3196 46.8328, -122.3102 46.8016)",225.37,49.46381,-10.093058,-49.423704,9.567891,138.0,LAKEBAY 2 -- LAKEBAY 3,LAKEBAY 2,LAKEBAY 3,49.46381,21.947823579003416
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1315.28,103.563723,-14.172784,-103.553103,15.017295,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,103.563723,7.873891718873548
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1213.67,-100.485968,5.970577,100.500001,-4.919452,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,100.485968,8.279513211993375
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1213.15,-78.511688,5.554182,78.520001,-4.919456,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,78.511688,6.471721386473231
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1212.68,-83.381771,5.611906,83.390001,-4.919459,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,83.381771,6.875826351551933
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1207.77,-87.286569,5.975718,87.300001,-4.919444,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,87.286569,7.227085372214908
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1207.05,-80.350961,5.565774,80.360001,-4.919454,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,80.350961,6.656804689118098
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",1206.24,-99.047046,5.838771,99.060001,-4.919455,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,99.047046,8.211222144846795
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",830.92,-0.0,0.0,-0.0,0.0,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,0.0,0.0
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",10000.0,425.500281,-20.344143,-425.145972,22.082912,765.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,425.500281,4.25500281
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",415.43,113.939072,37.024291,-113.855665,-32.382328,345.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,113.939072,27.426779962929977
"LINESTRING (-118.8798 46.2498, -118.8798 46.2498)",10000.0,-10.385969,-52.041585,10.391311,52.066605,345.0,BURBANK 2 -- BURBANK 2,BURBANK 2,BURBANK 2,10.385969,0.10385969
"LINESTRING (-118.8798 46.2498, -118.8162 46.0128)",219.1,-43.579244,-6.878153,43.790051,4.880365,138.0,BURBANK 2 -- HELIX 1,HELIX 1,BURBANK 2,43.579244,19.890115928799638
"LINESTRING (-118.8798 46.2498, -118.5397 46.5635)",1113.29,-100.527554,-59.639413,100.659329,29.993631,345.0,BURBANK 2 -- KAHLOTUS,KAHLOTUS,BURBANK 2,100.527554,9.029772476174221
"LINESTRING (-118.8798 46.2498, -119.0964 46.0958)",1107.82,90.136243,7.572808,-90.078273,-25.402265,345.0,BURBANK 2 -- KENNEWICK 6,BURBANK 2,KENNEWICK 6,90.136243,8.136361773573324
"LINESTRING (-118.8798 46.2498, -118.5397 46.5635)",4116.08,-801.493708,-371.449679,802.331112,207.072403,765.0,BURBANK 2 -- KAHLOTUS,KAHLOTUS,BURBANK 2,801.493708,19.47225777924627
"LINESTRING (-118.8798 46.2498, -119.2988 45.9402)",4200.91,1226.63968,349.366767,-1224.856019,-542.940809,765.0,BURBANK 2 -- UMATILLA 2,BURBANK 2,UMATILLA 2,1226.63968,29.19938013430424
"LINESTRING (-122.8598 46.7559, -122.8598 46.7559)",1492.63,526.869028,131.81831,-526.601335,-110.719461,765.0,CENTRALIA 2 -- CENTRALIA 2,CENTRALIA 2,CENTRALIA 2,526.869028,35.29803286815888
"LINESTRING (-122.8598 46.7559, -122.8598 46.7559)",1823.06,0.0,0.0,-0.0,-0.0,765.0,CENTRALIA 2 -- CENTRALIA 2,CENTRALIA 2,CENTRALIA 2,0.0,0.0
"LINESTRING (-122.8598 46.7559, -122.8598 46.7559)",1808.93,-312.115694,94.991386,312.19,-89.049698,765.0,CENTRALIA 2 -- CENTRALIA 2,CENTRALIA 2,CENTRALIA 2,312.115694,17.254160968086108
"LINESTRING (-122.8598 46.7559, -122.8598 46.7559)",10000.0,-214.753335,-226.809695,214.984903,227.677224,765.0,CENTRALIA 2 -- CENTRALIA 2,CENTRALIA 2,CENTRALIA 2,214.753335,2.14753335
"LINESTRING (-122.8598 46.7559, -122.8598 46.7559)",470.04,183.405627,43.993614,-183.294954,-34.763459,345.0,CENTRALIA 2 -- CENTRALIA 2,CENTRALIA 2,CENTRALIA 2,183.405627,39.01915305080419
"LINESTRING (-122.8598 46.7559, -122.9131 46.6225)",1312.36,-339.628554,196.325744,340.178818,-203.208561,345.0,CENTRALIA 2 -- CHEHALIS 2,CHEHALIS 2,CENTRALIA 2,339.628554,25.87922170745832
"LINESTRING (-122.8598 46.7559, -123.48 46.9692)",3963.52,237.323453,-135.709681,-237.263246,-148.923873,765.0,CENTRALIA 2 -- ELMA 2,CENTRALIA 2,ELMA 2,237.323453,5.987694095147748
"LINESTRING (-122.4247 46.5347, -122.4247 46.5347)",400.2,89.960823,-20.524057,-89.937761,21.64903,345.0,SILVER CREEK 2 -- SILVER CREEK 2,SILVER CREEK 2,SILVER CREEK 2,89.960823,22.478966266866568
"LINESTRING (-122.4247 46.5347, -122.4247 46.5347)",487.52,-103.571329,10.05842,103.610001,-7.34994,345.0,SILVER CREEK 2 -- SILVER CREEK 2,SILVER CREEK 2,SILVER CREEK 2,103.571329,21.24452925008205
"LINESTRING (-122.4247 46.5347, -122.4247 46.5347)",486.71,-110.885971,11.917163,110.960001,-7.349938,345.0,SILVER CREEK 2 -- SILVER CREEK 2,SILVER CREEK 2,SILVER CREEK 2,110.885971,22.782759959729614
"LINESTRING (-121.7819 47.4193, -121.7819 47.4193)",65.04,-22.458052,-10.358566,22.510002,11.51952,138.0,NORTH BEND 2 -- NORTH BEND 2,NORTH BEND 2,NORTH BEND 2,22.458052,34.52960024600246
"LINESTRING (-117.5372 47.7697, -117.5372 47.7697)",37.34,-9.993483,-3.598085,10.000001,3.839893,138.0,NINE MILE FALLS 2 -- NINE MILE FALLS 2,NINE MILE FALLS 2,NINE MILE FALLS 2,9.993483,26.763478843063737
"LINESTRING (-117.3705 47.7351, -117.3705 47.7351)",500.55,212.649979,42.769467,-212.349914,-27.969398,345.0,SPOKANE 21 -- SPOKANE 21,SPOKANE 21,SPOKANE 21,212.649979,42.48326420936969
"LINESTRING (-117.3705 47.7351, -117.3705 47.7351)",372.8,-61.782278,-30.480143,61.8,31.459933,345.0,SPOKANE 21 -- SPOKANE 21,SPOKANE 21,SPOKANE 21,61.782278,16.572499463519314
"LINESTRING (-117.3705 47.7351, -117.8361 47.8344)",1109.68,-92.418546,32.574735,92.521889,-61.200329,345.0,SPOKANE 21 -- FORD 1,FORD 1,SPOKANE 21,92.418546,8.328396114195083
"LINESTRING (-117.3705 47.7351, -116.9203 47.7858)",1074.88,-58.449156,-44.864059,58.498764,23.333333,345.0,SPOKANE 21 -- RATHDRUM 2,RATHDRUM 2,SPOKANE 21,58.449156,5.437737793986305
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1382.94,139.488734,1.211335,-139.44476,1.869767,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,139.488734,10.086390877406105
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1338.48,-70.425809,6.971616,70.430001,-6.619826,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,70.425809,5.261625799414261
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1336.22,-109.212481,7.187215,109.220001,-6.619826,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,109.212481,8.17324100821721
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1335.83,-73.15435,7.06487,73.160001,-6.619825,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,73.15435,5.476321837359544
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1333.57,-0.0,-0.0,0.0,0.0,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,0.0,0.0
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1332.77,-0.0,-0.0,-0.0,-0.0,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,0.0,0.0
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",1332.61,-118.116631,7.770559,118.130001,-6.619825,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,118.116631,8.863555804023683
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",10000.0,231.420537,-30.205595,-231.3248,30.727133,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,231.420537,2.31420537
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",10000.0,-0.0,-0.0,0.0,0.0,765.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,0.0,0.0
"LINESTRING (-118.0273 46.5838, -118.0273 46.5838)",296.78,27.866899,-10.026517,-27.863161,10.229521,345.0,DAYTON 3 -- DAYTON 3,DAYTON 3,DAYTON 3,27.866899,9.389749646202574
